tripduration,starttime,stoptime,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid,usertype,birthyear,gender
318,2/1/2015 21:05,2/1/2015 21:10,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,853,Subscriber,1988,1
373,2/1/2015 21:17,2/1/2015 21:23,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,755,Subscriber,1993,1
620,2/1/2015 21:30,2/1/2015 21:40,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,755,Subscriber,1991,2
273,2/1/2015 21:36,2/1/2015 21:41,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1289,Subscriber,1990,2
511,2/1/2015 22:20,2/1/2015 22:28,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1076,Subscriber,1985,1
555,2/1/2015 22:21,2/1/2015 22:30,115,Porter Square Station,42.387995,-71.119084,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,777,Subscriber,1986,1
507,2/1/2015 22:39,2/1/2015 22:48,115,Porter Square Station,42.387995,-71.119084,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,637,Subscriber,1987,1
960,2/1/2015 22:42,2/1/2015 22:58,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,107,Ames St at Main St,42.3625,-71.08822,755,Subscriber,1986,2
736,2/1/2015 22:42,2/1/2015 22:55,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,878,Subscriber,1987,2
888,2/1/2015 22:43,2/1/2015 22:58,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,107,Ames St at Main St,42.3625,-71.08822,890,Subscriber,1985,1
527,2/1/2015 22:51,2/1/2015 23:00,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1140,Subscriber,1990,1
421,2/1/2015 23:03,2/1/2015 23:10,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,764,Subscriber,1988,1
291,2/1/2015 23:03,2/1/2015 23:08,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,853,Subscriber,\N,0
260,2/1/2015 23:09,2/1/2015 23:13,107,Ames St at Main St,42.3625,-71.08822,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,958,Subscriber,1991,1
254,2/1/2015 23:14,2/1/2015 23:18,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1076,Subscriber,1990,1
746,2/1/2015 23:38,2/1/2015 23:51,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1079,Subscriber,1981,1
704,2/1/2015 23:46,2/1/2015 23:57,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,859,Subscriber,1986,1
810,2/2/2015 0:07,2/2/2015 0:21,115,Porter Square Station,42.387995,-71.119084,142,Alewife Station at Russell Field,42.396105,-71.139459,1078,Subscriber,1979,1
1376,2/2/2015 0:34,2/2/2015 0:57,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,1140,Subscriber,1964,1
375,2/2/2015 0:42,2/2/2015 0:48,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,780,Subscriber,1991,1
765,2/2/2015 2:10,2/2/2015 2:23,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1304,Customer,1983,1
408,2/2/2015 2:27,2/2/2015 2:34,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1003,Subscriber,1982,1
319,2/2/2015 6:59,2/2/2015 7:04,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,740,Subscriber,1988,2
77,2/2/2015 7:38,2/2/2015 7:39,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,756,Subscriber,1987,1
731,2/3/2015 12:13,2/3/2015 12:25,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,895,Subscriber,1988,1
1053,2/3/2015 12:20,2/3/2015 12:38,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,637,Subscriber,\N,0
543,2/3/2015 12:30,2/3/2015 12:39,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1011,Subscriber,1984,1
316,2/3/2015 13:01,2/3/2015 13:06,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,753,Subscriber,1993,1
950,2/3/2015 13:03,2/3/2015 13:18,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1070,Subscriber,1987,2
771,2/3/2015 13:26,2/3/2015 13:39,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,854,Customer,1983,1
724,2/3/2015 13:52,2/3/2015 14:04,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,956,Customer,1982,1
493,2/3/2015 14:02,2/3/2015 14:11,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,709,Subscriber,1994,1
323,2/3/2015 14:23,2/3/2015 14:28,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1011,Subscriber,1985,1
605,2/3/2015 14:23,2/3/2015 14:33,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,668,Subscriber,1996,1
403,2/3/2015 14:28,2/3/2015 14:35,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,115,Porter Square Station,42.387995,-71.119084,637,Subscriber,\N,0
294,2/3/2015 14:46,2/3/2015 14:51,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1118,Subscriber,1980,1
370,2/3/2015 14:52,2/3/2015 14:58,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,668,Subscriber,1984,1
63367,2/3/2015 14:55,2/4/2015 8:31,107,Ames St at Main St,42.3625,-71.08822,107,Ames St at Main St,42.3625,-71.08822,854,Subscriber,1982,1
658,2/3/2015 14:56,2/3/2015 15:07,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,1070,Subscriber,1991,2
336,2/3/2015 15:04,2/3/2015 15:09,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1313,Subscriber,1991,1
371,2/3/2015 15:06,2/3/2015 15:12,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,702,Subscriber,1985,1
1064,2/3/2015 15:19,2/3/2015 15:37,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,709,Subscriber,1982,1
3660,2/3/2015 15:49,2/3/2015 16:50,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1113,Subscriber,1985,1
565,2/3/2015 15:51,2/3/2015 16:01,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,932,Subscriber,1980,2
613,2/3/2015 15:59,2/3/2015 16:09,107,Ames St at Main St,42.3625,-71.08822,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1070,Subscriber,1984,1
1603,2/3/2015 16:04,2/3/2015 16:30,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,948,Customer,1982,1
267,2/3/2015 16:12,2/3/2015 16:16,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1098,Customer,1992,2
850,2/3/2015 16:14,2/3/2015 16:28,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,660,Subscriber,1983,1
958,2/3/2015 16:14,2/3/2015 16:30,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1011,Subscriber,1991,2
1112,2/3/2015 16:16,2/3/2015 16:35,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1313,Subscriber,1957,1
770,2/3/2015 16:26,2/3/2015 16:39,107,Ames St at Main St,42.3625,-71.08822,107,Ames St at Main St,42.3625,-71.08822,668,Customer,1984,1
2245,2/3/2015 16:29,2/3/2015 17:06,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1296,Subscriber,1993,1
403,2/3/2015 16:29,2/3/2015 16:36,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,690,Subscriber,1990,1
1463,2/3/2015 16:36,2/3/2015 17:00,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,768,Subscriber,1982,1
924,2/3/2015 16:43,2/3/2015 16:58,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1011,Subscriber,1991,2
978,2/3/2015 16:48,2/3/2015 17:04,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,685,Subscriber,1989,1
371,2/3/2015 17:05,2/3/2015 17:11,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,690,Subscriber,1990,1
970,2/3/2015 17:06,2/3/2015 17:22,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1090,Subscriber,1987,1
399,2/3/2015 17:13,2/3/2015 17:19,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,690,Subscriber,1984,1
684,2/3/2015 17:17,2/3/2015 17:28,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,107,Ames St at Main St,42.3625,-71.08822,780,Subscriber,1950,1
772,2/3/2015 17:26,2/3/2015 17:39,141,Kendall Street,42.36356016,-71.08216792,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,653,Customer,1989,1
437,2/3/2015 17:31,2/3/2015 17:39,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,895,Subscriber,1968,1
2234,2/3/2015 17:31,2/3/2015 18:09,117,Binney St / Sixth St,42.366095,-71.086388,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,703,Subscriber,1969,1
1110,2/3/2015 17:43,2/3/2015 18:02,143,EF - North Point Park,42.369885,-71.069957,117,Binney St / Sixth St,42.366095,-71.086388,1278,Subscriber,1986,1
3611,2/3/2015 17:45,2/3/2015 18:46,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,959,Subscriber,1990,1
264,2/3/2015 17:49,2/3/2015 17:53,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1007,Subscriber,1986,1
429,2/3/2015 18:03,2/3/2015 18:10,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,143,EF - North Point Park,42.369885,-71.069957,1313,Customer,1970,1
448,2/3/2015 18:06,2/3/2015 18:13,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1007,Subscriber,1973,1
509,2/3/2015 18:12,2/3/2015 18:21,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1100,Subscriber,1989,1
520,2/3/2015 18:17,2/3/2015 18:26,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,643,Subscriber,1973,1
1590,2/3/2015 18:19,2/3/2015 18:45,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,115,Porter Square Station,42.387995,-71.119084,783,Subscriber,1988,1
370,2/3/2015 18:21,2/3/2015 18:27,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1070,Customer,1990,1
245,2/3/2015 18:21,2/3/2015 18:25,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,926,Subscriber,1984,1
556,2/3/2015 18:21,2/3/2015 18:31,142,Alewife Station at Russell Field,42.396105,-71.139459,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,1294,Subscriber,1978,1
814,2/3/2015 18:23,2/3/2015 18:37,143,EF - North Point Park,42.369885,-71.069957,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,962,Subscriber,1984,1
2070,2/3/2015 18:31,2/3/2015 19:06,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,115,Porter Square Station,42.387995,-71.119084,767,Customer,1985,1
994,2/3/2015 18:40,2/3/2015 18:57,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,656,Subscriber,1985,2
269,2/3/2015 18:52,2/3/2015 18:56,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,926,Subscriber,1977,2
597,2/3/2015 18:56,2/3/2015 19:06,107,Ames St at Main St,42.3625,-71.08822,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,634,Customer,1983,1
904,2/3/2015 18:59,2/3/2015 19:14,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,926,Subscriber,1988,1
613,2/3/2015 19:02,2/3/2015 19:12,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,866,Subscriber,1986,1
575,2/3/2015 19:10,2/3/2015 19:20,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1303,Subscriber,1987,1
705,2/3/2015 19:18,2/3/2015 19:30,107,Ames St at Main St,42.3625,-71.08822,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,690,Subscriber,1988,1
449,2/3/2015 19:21,2/3/2015 19:29,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,914,Subscriber,1985,1
1907,2/3/2015 19:31,2/3/2015 20:03,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,660,Customer,1992,2
963,2/3/2015 19:40,2/3/2015 19:56,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,140,Danehy Park,42.388966,-71.132788,649,Customer,1985,1
362,2/3/2015 19:45,2/3/2015 19:51,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1100,Subscriber,1989,1
384,2/3/2015 19:59,2/3/2015 20:06,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,959,Subscriber,1991,2
655,2/3/2015 20:30,2/3/2015 20:41,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,107,Ames St at Main St,42.3625,-71.08822,764,Subscriber,1985,1
2768,2/3/2015 20:40,2/3/2015 21:26,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,886,Subscriber,\N,0
576,2/3/2015 20:44,2/3/2015 20:54,107,Ames St at Main St,42.3625,-71.08822,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,764,Customer,1967,1
81,2/3/2015 20:47,2/3/2015 20:49,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,643,Customer,1985,2
589,2/3/2015 20:50,2/3/2015 20:59,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,655,Customer,1985,2
664,2/3/2015 20:58,2/3/2015 21:09,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,959,Subscriber,1991,2
884,2/3/2015 20:59,2/3/2015 21:14,143,EF - North Point Park,42.369885,-71.069957,107,Ames St at Main St,42.3625,-71.08822,1313,Subscriber,1986,2
513,2/3/2015 21:09,2/3/2015 21:18,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,813,Subscriber,1977,2
518,2/3/2015 21:23,2/3/2015 21:32,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1101,Customer,1968,1
350,2/3/2015 21:38,2/3/2015 21:44,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,668,Subscriber,1979,1
588,2/3/2015 21:42,2/3/2015 21:52,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,665,Subscriber,1992,1
920,2/3/2015 22:32,2/3/2015 22:47,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,115,Porter Square Station,42.387995,-71.119084,655,Customer,1985,2
487,2/3/2015 22:56,2/3/2015 23:04,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,668,Subscriber,1991,1
1247,2/3/2015 23:10,2/3/2015 23:31,107,Ames St at Main St,42.3625,-71.08822,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1313,Subscriber,1983,2
652,2/3/2015 23:22,2/3/2015 23:33,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1031,Subscriber,1987,1
345,2/3/2015 23:27,2/3/2015 23:33,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,882,Subscriber,1979,1
939,2/4/2015 0:25,2/4/2015 0:40,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1286,Customer,1982,1
2845,2/4/2015 0:27,2/4/2015 1:15,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,668,Subscriber,1964,1
675,2/4/2015 2:09,2/4/2015 2:21,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1100,Subscriber,1986,1
413,2/4/2015 3:42,2/4/2015 3:48,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,643,Subscriber,1988,1
225,2/4/2015 6:47,2/4/2015 6:51,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1118,Subscriber,1980,1
